"SYMBOL","ENTREZID"
"MAP3K20","51776"
"MAP3K5","4217"
"MAP3K7","6885"
"MAP3K7CL","56911"
"MAP4","4134"
"MAP4K2","5871"
"MAP4K3","8491"
"MAP4K4","9448"
"MAP4K5","11183"
"MAP7","9053"
"MAP7D1","55700"
"MAPK1","5594"
"MAPK10","5602"
"MAPK11","5600"
"MAPK12","6300"
"MAPK14","1432"
"MAPK15","225689"
"MAPK3","5595"
"MAPK7","5598"
"MAPK8","5599"
"MAPK8IP1","9479"
"MAPK8IP2","23542"
"MAPK8IP3","23162"
"MAPK9","5601"
"MAPKAPK2","9261"
"MAPRE2","10982"
"MAPT","4137"
"MARCO","8685"
"MARK2","2011"
"MAS1","4142"
"MASP1","5648"
"MASP2","10747"
"MAT1A","4143"
"MAVS","57506"
"MAX","4149"
"MBL2","4153"
"MBNL1","4154"
"MC1R","4157"
"MC3R","4159"
"MC4R","4160"
"MCAM","4162"
"MCCC1","56922"
"MCHR1","2847"
"MCHR2","84539"
"MCM2","4171"
"MCM3","4172"
"MCM3AP","8888"
"MCM4","4173"
"MCM5","4174"
"MCM6","4175"
"MCM7","4176"
"MCM9","254394"
"MCPH1","79648"
"MCTP2","55784"
"MCTS1","28985"
"MDC1","9656"
"MDFIC","29969"
"MDM1","56890"
"MDM2","4193"
"MDM4","4194"
"ME1","4199"
"MECOM","2122"
"MED1","5469"
"MED12","9968"
"MED12L","116931"
"MEF2A","4205"
"MEF2C","4208"
"MEG3","55384"
"MEGF10","84466"
"MEGF8","1954"
"MEIOB","254528"
"MEIS1","4211"
"MEIS2","4212"
"MEIS3","56917"
"MELK","9833"
"MELTF","4241"
"MEN1","4221"
"MEPCE","56257"
"MERTK","10461"
"MEST","4232"
"MET","4233"
"METRNL","284207"
"METTL16","79066"
"METTL18","92342"
"METTL2A","339175"
"METTL3","56339"
"MFAP5","8076"
"MFF","56947"
"MFGE8","4240"
"MFN2","9927"
"MFRP","83552"
"MFSD5","84975"
"MGAM","8972"
"MGMT","4255"
"MIAT","440823"
"MICA","100507436"
"MICAL2","9645"
"MICB","4277"
"MID2","11043"
"MIEN1","84299"
"MIIP","60672"
"MINDY1","55793"
"MINDY2","54629"
"MINPP1","9562"
"MIPOL1","145282"
"MITD1","129531"
"MITF","4286"
"MKI67","4288"
"MKNK1","8569"
"MKRN2","23609"
"MKRN3","7681"
"MKX","283078"
"MLANA","2315"
"MLF1","4291"
"MLH1","4292"
"MLPH","79083"
"MLXIP","22877"
"MLXIPL","51085"
"MMACHC","25974"
"MMADHC","27249"
"MME","4311"
"MMEL1","79258"
"MMP11","4320"
"MMP12","4321"
"MMP13","4322"
"MMP14","4323"
"MMP21","118856"
"MMP8","4317"
"MMP9","4318"
"MMRN2","79812"
"MNS1","55329"
"MNX1","3110"
"MOB2","81532"
"MOB4","25843"
"MOG","4340"
"MON2","23041"
"MOV10","4343"
"MPDU1","9526"
"MPDZ","8777"
"MPHOSPH9","10198"
"MPI","4351"
"MPL","4352"
"MPLKIP","136647"
"MPO","4353"
"MPP7","143098"
"MPPED1","758"
"MPPED2","744"
"MPZ","4359"
"MPZL1","9019"
"MR1","3140"
"MRAP","56246"
"MRAP2","112609"
"MRC1","4360"
"MRC2","9902"
"MRE11","4361"
"MRFAP1L1","114932"
"MRGPRX2","117194"
"MRM3","55178"
"MRPL45","84311"
"MRTFA","57591"
"MRTFB","57496"
"MS4A1","931"
"MS4A2","2206"
"MSC","9242"
"MSH2","4436"
"MSH3","4437"
"MSH6","2956"
"MSI1","4440"
"MSI2","124540"
"MSLN","10232"
"MSN","4478"
"MSR1","4481"
"MST1","4485"
"MST1R","4486"
"MSTN","2660"
"MT1A","4489"
"MTA1","9112"
"MTA2","9219"
"MTAP","4507"
"MTCH2","23788"
"MTCL1","23255"
"MTERF2","80298"
"MTFR1L","56181"
"MTHFD1","4522"
"MTHFR","4524"
"MTNR1A","4543"
"MTNR1B","4544"
"MTOR","2475"
"MTPAP","55149"
"MTR","4548"
"MTRES1","51250"
"MTREX","23517"
"MTRF1","9617"
"MUC1","4582"
"MUC16","94025"
"MUC19","283463"
"MUC4","4585"
"MUC5AC","4586"
"MUC5B","727897"
"MUTYH","4595"
"MVD","4597"
"MVP","9961"
"MX1","4599"
"MXD1","4084"
"MXRA7","439921"
"MYB","4602"
"MYBBP1A","10514"
"MYBL2","4605"
"MYC","4609"
"MYCBP","26292"
"MYCL","4610"
"MYCN","4613"
"MYD88","4615"
"MYEF2","50804"
"MYH1","4619"
"MYH10","4628"
"MYH11","4629"
"MYH13","8735"
"MYH2","4620"
"MYH4","4622"
"MYH9","4627"
"MYL9","10398"
"MYLIP","29116"
"MYLK","4638"
"MYLK2","85366"
"MYLK3","91807"
"MYNN","55892"
"MYO15A","51168"
"MYO18B","84700"
"MYO1A","4640"
"MYO1B","4430"
"MYO1C","4641"
"MYO1D","4642"
"MYO1E","4643"
"MYO1F","4542"
"MYO5A","4644"
"MYO5B","4645"
"MYO6","4646"
"MYOD1","4654"
"MYOF","26509"
"MYOT","9499"
"MZB1","51237"
"MZF1","7593"
"N4BP2","55728"
"NAA15","80155"
"NAA16","79612"
"NAA40","79829"
"NAAA","27163"
"NACC2","138151"
"NAIF1","203245"
"NAIP","4671"
"NANOG","79923"
"NAP1L3","4675"
"NAP1L4","4676"
"NAP1L5","266812"
"NAT1","9"
"NAT10","55226"
"NAT2","10"
"NAV1","89796"
"NAV2","89797"
"NBL1","4681"
"NBN","4683"
"NBPF3","84224"
"NCAM1","4684"
"NCBP1","4686"
"NCBP3","55421"
"NCEH1","57552"
"NCF1","653361"
"NCF2","4688"
"NCF4","4689"
"NCK1","4690"
"NCLN","56926"
"NCOA1","8648"
"NCOA2","10499"
"NCOA3","8202"
"NCOA4","8031"
"NCOR1","9611"
"NCOR2","9612"
"NCR1","9437"
"NCR2","9436"
"NCR3","259197"
"NCS1","23413"
"NCSTN","23385"
"NDNF","79625"
"NDP","4693"
"NDRG1","10397"
"NDRG2","57447"
"NDRG4","65009"
"NDST4","64579"
"NDUFA3","4696"
"NDUFAB1","4706"
"NEBL","10529"
"NECAB2","54550"
"NECTIN1","5818"
"NECTIN2","5819"
"NECTIN3","25945"
"NEDD4","4734"
"NEDD4L","23327"
"NEDD9","4739"
"NEFH","4744"
"NEFL","4747"
"NEFM","4741"
"NEIL3","55247"
"NEK1","4750"
"NEK11","79858"
"NEK2","4751"
"NEK3","4752"
"NEK4","6787"
"NEK5","341676"
"NEK6","10783"
"NEK8","284086"
"NELL1","4745"
"NEMP1","23306"
"NEPRO","25871"
"NES","10763"
"NETO1","81832"
"NEURL4","84461"
"NEUROD1","4760"
"NEUROD2","4761"
"NEUROG2","63973"
"NEXN","91624"
"NF1","4763"
"NF2","4771"
"NFAT5","10725"
"NFATC1","4772"
"NFATC2","4773"
"NFATC3","4775"
"NFATC4","4776"
"NFE2L1","4779"
"NFE2L2","4780"
"NFE2L3","9603"
"NFKB1","4790"
"NFKB2","4791"
"NFX1","4799"
"NGB","58157"
"NGDN","25983"
"NGF","4803"
"NGFR","4804"
"NHLH2","4808"
"NIBAN1","116496"
"NIFK","84365"
"NIN","51199"
"NINJ1","4814"
"NIPSNAP1","8508"
"NIPSNAP3A","25934"
"NKAPD1","55216"
"NKAPL","222698"
"NKRF","55922"
"NKX2-1","7080"
"NKX2-3","159296"
"NKX2-4","644524"
"NKX2-8","26257"
"NKX3-1","4824"
"NLE1","54475"
"NLGN3","54413"
"NLRC5","84166"
"NLRP1","22861"
"NLRP11","204801"
"NLRP2","55655"
"NLRP3","114548"
"NLRP5","126206"
"NLRP6","171389"
"NLRP7","199713"
"NLRP9","338321"
"NMB","4828"
"NME1","4830"
"NMNAT1","64802"
"NMU","10874"
"NNAT","4826"
"NOA1","84273"
"NOC3L","64318"
"NOD1","10392"
"NOD2","64127"
"NODAL","4838"
"NOL4","8715"
"NOL4L","140688"
"NOLC1","9221"
"NOM1","64434"
"NOMO3","408050"
"NONO","4841"
"NOP2","4839"
"NORAD","647979"
"NOS1","4842"
"NOS1AP","9722"
"NOS2","4843"
"NOS3","4846"
"NOSTRIN","115677"
"NOTCH1","4851"
"NOTCH2","4853"
"NOTCH2NLA","388677"
"NOTCH3","4854"
"NOTCH4","4855"
"NOX1","27035"
"NOX4","50507"
"NPAS4","266743"
"NPAT","4863"
"NPC1","4864"
"NPC1L1","29881"
"NPFFR2","10886"
"NPM3","10360"
"NPNT","255743"
"NPPA","4878"
"NPPB","4879"
"NPPC","4880"
"NPR1","4881"
"NPR3","4883"
"NPSR1","387129"
"NPTN","27020"
"NPTX2","4885"
"NPY1R","4886"
"NPY2R","4887"
"NQO1","1728"
"NQO2","4835"
"NR0B1","190"
"NR0B2","8431"
"NR1H2","7376"
"NR1H3","10062"
"NR1H4","9971"
"NR1I2","8856"
"NR1I3","9970"
"NR2C2","7182"
"NR2E3","10002"
"NR3C1","2908"
"NR3C2","4306"
"NR4A1","3164"
"NR4A3","8013"
"NR5A1","2516"
"NR5A2","2494"
"NR6A1","2649"
"NRAS","4893"
"NRDE2","55051"
"NREP","9315"
"NRF1","4899"
"NRIP1","8204"
"NRK","203447"
"NRN1","51299"
"NRP1","8829"
"NRP2","8828"
"NRROS","375387"
"NRSN1","140767"
"NRSN2","80023"
"NRXN2","9379"
"NSD2","7468"
"NSUN2","54888"
"NSUN5","55695"
"NT5C2","22978"
"NT5DC2","64943"
"NT5DC3","51559"
"NT5E","4907"
"NTF3","4908"
"NTMT1","28989"
"NTN1","9423"
"NTN4","59277"
"NTNG2","84628"
"NTPCR","84284"
"NTRK1","4914"
"NTRK2","4915"
"NTS","4922"
"NTSR1","4923"
"NTSR2","23620"
"NUAK2","81788"
"NUCB2","4925"
"NUDCD1","84955"
"NUDCD2","134492"
"NUDT1","4521"
"NUDT16L1","84309"
"NUDT21","11051"
"NUMA1","4926"
"NUMB","8650"
"NUP107","57122"
"NUP153","9972"
"NUP214","8021"
"NUP62","23636"
"NUP93","9688"
"NUP98","4928"
"NUSAP1","51203"
"NUTF2","10204"
"NVL","4931"
"NXF1","10482"
"NXF3","56000"
"NXN","64359"
"NXPH2","11249"
"NXPH4","11247"
"NXT2","55916"
"NYX","60506"
"OAS1","4938"
"OAS3","4940"
"OBP2A","29991"
"OCLN","100506658"
"OCM2","4951"
"OCRL","4952"
"ODF2L","57489"
"ODR4","54953"
"OGDH","4967"
"OGFR","11054"
"OGG1","4968"
"OGT","8473"
"OIT3","170392"
"OLFM1","10439"
"OLFM2","93145"
"OLFML3","56944"
"OLIG1","116448"
"OLIG2","10215"
"OLR1","4973"
"ONECUT3","390874"
"OPALIN","93377"
"OPN1LW","5956"
"OPRD1","4985"
"OPRK1","4986"
"OPRL1","4987"
"OPRM1","4988"
"OPRPN","58503"
"OPTN","10133"
"ORAI2","80228"
"ORAI3","93129"
"ORC6","23594"
"OSBP2","23762"
"OSCP1","127700"
"OSGIN1","29948"
"OSGIN2","734"
"OSM","5008"
"OSR2","116039"
"OTOF","9381"
"OTUB1","55611"
"OTX2","5015"
"OVOL2","58495"
"OXER1","165140"
"OXSM","54995"
"OXSR1","9943"
"OXTR","5021"
"P2RX1","5023"
"P2RX3","5024"
"P2RX4","5025"
"P2RX7","5027"
"P2RY1","5028"
"P2RY12","64805"
"P2RY13","53829"
"P2RY14","9934"
"P2RY2","5029"
"P2RY6","5031"
"P4HA1","5033"
"P4HA3","283208"
"P4HB","5034"
"P4HTM","54681"
"PABPC1L","80336"
"PABPC4","8761"
"PACC1","55248"
"PADI2","11240"
"PADI4","23569"
"PAEP","5047"
"PAGE4","9506"
"PAH","5053"
"PAIP2","51247"
"PAK1","5058"
"PAK1IP1","55003"
"PAK2","5062"
"PAK4","10298"
"PALB2","79728"
"PALLD","23022"
"PALMD","54873"
"PAM","5066"
"PANK2","80025"
"PANX1","24145"
"PANX2","56666"
"PANX3","116337"
"PAPPA","5069"
"PAPPA2","60676"
"PAPSS1","9061"
"PARD3","56288"
"PARK7","11315"
"PARM1","25849"
"PARP1","142"
"PARP11","57097"
"PARP15","165631"
"PARP3","10039"
"PART1","25859"
"PASD1","139135"
"PAWR","5074"
"PAX1","5075"
"PAX2","5076"
"PAX3","5077"
"PAX5","5079"
"PAX6","5080"
"PAX7","5081"
"PAX8","7849"
"PBDC1","51260"
"PBK","55872"
"PBLD","64081"
"PBX1","5087"
"PBX3","5090"
"PBXIP1","57326"
"PC","5091"
"PCA3","50652"
"PCAT1","100750225"
"PCBD1","5092"
"PCBD2","84105"
"PCBP3","54039"
"PCCB","5096"
"PCDH10","57575"
"PCDH11X","27328"
"PCDH11Y","83259"
"PCDH17","27253"
"PCDH18","54510"
"PCDH20","64881"
"PCDH8","5100"
"PCDHA1","56147"
"PCDHA2","56146"
"PCDHA4","56144"
"PCDHA9","9752"
"PCDHB14","56122"
"PCGEM1","64002"
"PCID2","55795"
"PCK1","5105"
"PCNA","5111"
"PCNX3","399909"
"PCSK1","5122"
"PCSK9","255738"
"PDCD1","5133"
"PDCD10","11235"
"PDCD1LG2","80380"
"PDCD4","27250"
"PDCD6","10016"
"PDCD6IP","10015"
"PDE10A","10846"
"PDE2A","5138"
"PDE3A","5139"
"PDE4A","5141"
"PDE4B","5142"
"PDE4DIP","9659"
"PDE5A","8654"
"PDE6H","5149"
"PDGFA","5154"
"PDGFB","5155"
"PDGFC","56034"
"PDGFD","80310"
"PDGFRA","5156"
"PDGFRB","5159"
"PDGFRL","5157"
"PDHA1","5160"
"PDHB","5162"
"PDIA2","64714"
"PDIA3","2923"
"PDIA4","9601"
"PDK1","5163"
"PDLIM2","64236"
"PDLIM4","8572"
"PDPK1","5170"
"PDPN","10630"
"PDX1","3651"
"PDXDC1","23042"
"PDYN","5173"
"PDZD4","57595"
"PDZD7","79955"
"PDZK1","5174"
"PEA15","8682"
"PEBP4","157310"
"PECAM1","5175"
"PEF1","553115"
"PEG10","23089"
"PELO","53918"
"PELP1","27043"
"PENK","5179"
"PEPD","5184"
"PER1","5187"
"PER2","8864"
"PER3","8863"
"PFKFB3","5209"
"PFKP","5214"
"PGA3","643834"
"PGAM1","5223"
"PGAM5","192111"
"PGAP1","80055"
"PGAP2","27315"
"PGBD1","84547"
"PGD","5226"
"PGF","5228"
"PGGT1B","5229"
"PGK1","5230"
"PGM1","5236"
"PGR","5241"
"PHB","5245"
"PHB2","11331"
"PHETA1","144717"
"PHEX","5251"
"PHF10","55274"
"PHF12","57649"
"PHF21B","112885"
"PHF23","79142"
"PHF6","84295"
"PHF7","51533"
"PHF8","23133"
"PHGDH","26227"
"PHLDA3","23612"
"PHLDB2","90102"
"PHLDB3","653583"
"PHLPP1","23239"
"PHOX2B","8929"
"PI16","221476"
"PI4KA","5297"
"PIBF1","10464"
"PICALM","8301"
"PID1","55022"
"PIEZO1","9780"
"PIEZO2","63895"
"PIGF","5281"
"PIH1D1","55011"
"PIK3C3","5289"
"PIK3CA","5290"
"PIK3CB","5291"
"PIK3CD","5293"
"PIK3CG","5294"
"PIK3R1","5295"
"PIK3R2","5296"
"PIKFYVE","200576"
"PILRA","29992"
"PIM1","5292"
"PIM2","11040"
"PIMREG","54478"
"PIN1","5300"
"PINK1","65018"
"PIP4K2A","5305"
"PITHD1","57095"
"PITPNB","23760"
"PITX1","5307"
"PITX2","5308"
"PIWIL1","9271"
"PKD1","5310"
"PKD1L1","168507"
"PKD2","5311"
"PKD2L1","9033"
"PKHD1","5314"
"PKIA","5569"
"PKM","5315"
"PKNOX2","63876"
"PKP2","5318"
"PLA2G10","8399"
"PLA2G2A","5320"
"PLA2G4A","5321"
"PLA2G5","5322"
"PLA2G6","8398"
"PLA2G7","7941"
"PLA2R1","22925"
"PLAGL1","5325"
"PLAGL2","5326"
"PLAT","5327"
"PLAU","5328"
"PLAUR","5329"
"PLCB1","23236"
"PLCE1","51196"
"PLCG1","5335"
"PLCG2","5336"
"PLD1","5337"
"PLD2","5338"
"PLEC","5339"
"PLEKHA1","59338"
"PLEKHA2","59339"
"PLEKHB2","55041"
"PLEKHH2","130271"
"PLEKHM2","23207"
"PLEKHO1","51177"
"PLG","5340"
"PLIN1","5346"
"PLIN2","123"
"PLIN4","729359"
"PLIN5","440503"
"PLK1","5347"
"PLK4","10733"
"PLN","5350"
"PLP2","5355"
"PLS3","5358"
"PLSCR1","5359"
"PLTP","5360"
"PLVAP","83483"
"PLXDC1","57125"
"PLXNB2","23654"
"PLXNC1","10154"
"PM20D1","148811"
"PM20D2","135293"
"PMAIP1","5366"
"PMCH","5367"
"PMEPA1","56937"
"PMFBP1","83449"
"PML","5371"
"PMM2","5373"
"PMP22","5376"
"PMS1","5378"
"PMS2","5395"
"PNMA1","9240"
"PNMA2","10687"
"PNOC","5368"
"PNP","4860"
"PNPLA1","285848"
"PNPLA2","57104"
"PNPLA3","80339"
"PNPLA6","10908"
"PNPT1","87178"
"PODXL","5420"
"POGLUT2","79070"
"POGZ","23126"
"POLB","5423"
"POLD1","5424"
"POLDIP2","26073"
"POLE","5426"
"POLH","5429"
"POLR2A","5430"
"POLR2B","5431"
"POLR2C","5432"
"POLR2E","5434"
"POLR2G","5436"
"POLR2H","5437"
"POLR2M","81488"
"POMC","5443"
"POMGNT1","55624"
"POMT1","10585"
"PON1","5444"
"PON2","5445"
"POPDC3","64208"
"POR","5447"
"PORCN","64840"
"POSTN","10631"
"POTEF","728378"
"POTEI","653269"
"POTEJ","653781"
"POU1F1","5449"
"POU2AF1","5450"
"POU2F1","5451"
"POU2F2","5452"
"POU2F3","25833"
"POU3F1","5453"
"POU3F3","5455"
"POU3F4","5456"
"POU4F3","5459"
"POU5F1","5460"
"PPARA","5465"
"PPARD","5467"
"PPARG","5468"
"PPARGC1A","10891"
"PPFIA1","8500"
"PPFIA3","8541"
"PPFIA4","8497"
"PPIC","5480"
"PPID","5481"
"PPIF","10105"
"PPM1A","5494"
"PPM1D","8493"
"PPM1H","57460"
"PPP1CA","5499"
"PPP1R15B","84919"
"PPP1R16B","26051"
"PPP1R1B","84152"
"PPP1R1C","151242"
"PPP1R37","284352"
"PPP1R7","5510"
"PPP1R9B","84687"
"PPP2CA","5515"
"PPP2R1A","5518"
"PPP2R3A","5523"
"PPP2R3C","55012"
"PPP3CA","5530"
"PPP4R1","9989"
"PPP4R4","57718"
"PPY","5539"
"PRAME","23532"
"PRCP","5547"
"PRDM1","639"
"PRDM10","56980"
"PRDM12","59335"
"PRDM13","59336"
"PRDM15","63977"
"PRDM6","93166"
"PREP","5550"
"PREPL","9581"
"PRF1","5551"
"PRG2","5553"
"PRG4","10216"
"PRICKLE1","144165"
"PRKAA1","5562"
"PRKAA2","5563"
"PRKAB1","5564"
"PRKACA","5566"
"PRKACB","5567"
"PRKAG1","5571"
"PRKAG2","51422"
"PRKAR1A","5573"
"PRKCA","5578"
"PRKCB","5579"
"PRKCD","5580"
"PRKCE","5581"
"PRKCG","5582"
"PRKCH","5583"
"PRKCI","5584"
"PRKCQ","5588"
"PRKCZ","5590"
"PRKD1","5587"
"PRKD3","23683"
"PRKDC","5591"
"PRKN","5071"
"PRKRA","8575"
"PRL","5617"
"PRLR","5618"
"PRM1","5619"
"PRMT1","3276"
"PRMT5","10419"
"PRMT8","56341"
"PRMT9","90826"
"PRNCR1","101867536"
"PRNP","5621"
"PROC","5624"
"PROCR","10544"
"PRODH","5625"
"PROKR2","128674"
"PROM1","8842"
"PROM2","150696"
"PROP1","5626"
"PROS1","5627"
"PROSER1","80209"
"PROX1","5629"
"PRPF19","27339"
"PRPF3","9129"
"PRPF31","26121"
"PRPF8","10594"
"PRPH","5630"
"PRPH2","5961"
"PRPS1","5631"
"PRPS2","5634"
"PRPSAP1","5635"
"PRR11","55771"
"PRR13","54458"
"PRR14L","253143"
"PRR15L","79170"
"PRRC2A","7916"
"PRRG2","5639"
"PRRT2","112476"
"PRRX1","5396"
"PRSS16","10279"
"PRTN3","5657"
"PRXL2A","84293"
"PSD","5662"
"PSD3","23362"
"PSEN1","5663"
"PSEN2","5664"
"PSENEN","55851"
"PSG1","5669"
"PSIP1","11168"
"PSKH1","5681"
"PSMA6","5687"
"PSMB5","5693"
"PSMC2","5701"
"PSMC5","5705"
"PSMD1","5707"
"PSMD10","5716"
"PSMD2","5708"
"PSMD3","5709"
"PSMD4","5710"
"PSME3","10197"
"PSPC1","55269"
"PSRC1","84722"
"PSTPIP2","9050"
"PTAFR","5724"
"PTBP1","5725"
"PTBP2","58155"
"PTCD1","26024"
"PTCD2","79810"
"PTCD3","55037"
"PTCH1","5727"
"PTDSS1","9791"
"PTEN","5728"
"PTGDR","5729"
"PTGDR2","11251"
"PTGER2","5732"
"PTGER3","5733"
"PTGER4","5734"
"PTGES","9536"
"PTGES3","10728"
"PTGFR","5737"
"PTGFRN","5738"
"PTGIR","5739"
"PTGIS","5740"
"PTGS1","5742"
"PTGS2","5743"
"PTH","5741"
"PTH1R","5745"
"PTH2R","5746"
"PTHLH","5744"
"PTK2","5747"
"PTK2B","2185"
"PTK6","5753"
"PTK7","5754"
"PTOV1","53635"
"PTP4A1","7803"
"PTP4A3","11156"
"PTPA","5524"
"PTPDC1","138639"
"PTPN1","5770"
"PTPN11","5781"
"PTPN13","5783"
"PTPN2","5771"
"PTPN22","26191"
"PTPN5","84867"
"PTPN6","5777"
"PTPRC","5788"
"PTPRF","5792"
"PTPRG","5793"
"PTPRJ","5795"
"PTPRM","5797"
"PTPRQ","374462"
"PTPRU","10076"
"PTPRZ1","5803"
"PTTG1","9232"
"PTX3","5806"
"PUM3","9933"
"PURB","5814"
"PUSL1","126789"
"PVR","5817"
"PVT1","5820"
"PWP1","11137"
"PWWP3A","84939"
"PXN","5829"
"PYCARD","29108"
"PYGB","5834"
"PYGL","5836"
"PYGM","5837"
"PYM1","84305"
"PZP","5858"
"QPCTL","54814"
"QRFPR","84109"
"R3HDM1","23518"
"R3HDM2","22864"
"RAB11A","8766"
"RAB11FIP5","26056"
"RAB27A","5873"
"RAB28","9364"
"RAB5A","5868"
"RAB6C","84084"
"RAB7A","7879"
"RAB8A","4218"
"RAB9A","9367"
"RABL2B","11158"
"RABL3","285282"
"RABL6","55684"
"RAC1","5879"
"RACGAP1","29127"
"RAD18","56852"
"RAD50","10111"
"RAD51","5888"
"RAD52","5893"
"RAD54L","8438"
"RAD54L2","23132"
"RAF1","5894"
"RAG1","5896"
"RAI14","26064"
"RAI2","10742"
"RALGPS1","9649"
"RAN","5901"
"RANBP2","5903"
"RANBP3","8498"
"RANBP9","10048"
"RANGAP1","5905"
"RAP1A","5906"
"RAP2A","5911"
"RAPGEF3","10411"
"RAPGEF5","9771"
"RAPGEF6","51735"
"RARA","5914"
"RARB","5915"
"RASA1","5921"
"RASD1","51655"
"RASD2","23551"
"RASGEF1C","255426"
"RASGRP1","10125"
"RASSF1","11186"
"RASSF2","9770"
"RASSF3","283349"
"RASSF4","83937"
"RASSF5","83593"
"RASSF8","11228"
"RAVER1","125950"
"RB1","5925"
"RBBP4","5928"
"RBBP5","5929"
"RBBP7","5931"
"RBBP8","5932"
"RBCK1","10616"
"RBL2","5934"
"RBM10","8241"
"RBM12","10137"
"RBM14","10432"
"RBM15","64783"
"RBM19","9904"
"RBM20","282996"
"RBM23","55147"
"RBM27","54439"
"RBM34","23029"
"RBM38","55544"
"RBMS1","5937"
"RBMS2","5939"
"RBMS3","27303"
"RBMX","27316"
"RBPJ","3516"
"RBPMS","11030"
"RBX1","9978"
"RC3H1","149041"
"RC3H2","54542"
"RCAN2","10231"
"RCC1","1104"
"RCN2","5955"
"RCOR1","23186"
"RCOR3","55758"
"RDM1","201299"
"RECK","8434"
"RECQL","5965"
"RECQL4","9401"
"REEP4","80346"
"REEP6","92840"
"REG4","83998"
"REL","5966"
"RELA","5970"
"RELB","5971"
"RELN","5649"
"RELT","84957"
"REN","5972"
"REPS1","85021"
"RERG","85004"
"REST","5978"
"RET","5979"
"RETN","56729"
"RETREG1","54463"
"RETREG3","162427"
"REXO2","25996"
"RFC3","5983"
"RFC4","5984"
"RFC5","5985"
"RFPL3","10738"
"RFTN1","23180"
"RFX1","5989"
"RFX2","5990"
"RFX4","5992"
"RFX5","5993"
"RGN","9104"
"RGPD1","400966"
"RGPD6","729540"
"RGPD8","727851"
"RGS4","5999"
"RGS5","8490"
"RHAG","6005"
"RHBDD1","84236"
"RHBDD2","57414"
"RHCE","6006"
"RHD","6007"
"RHEB","6009"
"RHOA","387"
"RHOC","389"
"RHOH","399"
"RHOT1","55288"
"RHOXF2","84528"
"RIC8A","60626"
"RIDA","10247"
"RILPL1","353116"
"RILPL2","196383"
"RIMS3","9783"
"RIMS4","140730"
"RIOX1","79697"
"RIPK1","8737"
"RIPK2","8767"
"RIPK3","11035"
"RIPK4","54101"
"RIPOR1","79567"
"RITA1","84934"
"RLF","6018"
"RLN1","6013"
"RLN2","6019"
"RLN3","117579"
"RMDN1","51115"
"RMND1","55005"
"RMND5A","64795"
"RNASE3","6037"
"RNASEH2B","79621"
"RNASEL","6041"
"RNF112","7732"
"RNF121","55298"
"RNF128","79589"
"RNF167","26001"
"RNF180","285671"
"RNF187","149603"
"RNF2","6045"
"RNF26","79102"
"RNF31","55072"
"RNF38","152006"
"RNF39","80352"
"RNF43","54894"
"RO60","6738"
"ROBO4","54538"
"ROCK1","6093"
"ROCK2","9475"
"ROR1","4919"
"ROR2","4920"
"RORB","6096"
"RORC","6097"
"ROS1","6098"
"RP1L1","94137"
"RPA1","6117"
"RPA2","6118"
"RPA3","6119"
"RPAP1","26015"
"RPAP3","79657"
"RPE65","6121"
"RPF1","80135"
"RPN1","6184"
"RPRM","56475"
"RPRML","388394"
"RPS6KA5","9252"
"RPTOR","57521"
"RPUSD2","27079"
"RRAD","6236"
"RRAS","6237"
"RREB1","6239"
"RRM1","6240"
"RRM2","6241"
"RRP12","23223"
"RRP15","51018"
"RRP1B","23076"
"RRS1","23212"
"RS1","6247"
"RSAD2","91543"
"RSBN1","54665"
"RSPH9","221421"
"RSPO2","340419"
"RSPO3","84870"
"RSPRY1","89970"
"RSRC1","51319"
"RTCB","51493"
"RTKN2","219790"
"RTL1","388015"
"RTL8C","8933"
"RTN1","6252"
"RTN4","57142"
"RTN4IP1","84816"
"RUBCN","9711"
"RUBCNL","80183"
"RUFY2","55680"
"RUNX1","861"
"RUNX1T1","862"
"RUNX2","860"
"RUNX3","864"
"RUVBL1","8607"
"RUVBL2","10856"
"RWDD1","51389"
"RWDD4","201965"
"RXFP1","59350"
"RXFP2","122042"
"RXFP3","51289"
"RXRA","6256"
"RYR1","6261"
"S100A1","6271"
"S100A2","6273"
"S100A3","6274"
"S1PR1","1901"
"S1PR3","1903"
"S1PR5","53637"
"SAA4","6291"
"SAC3D1","29901"
"SACS","26278"
"SAFB","6294"
"SALL4","57167"
"SAMD4A","23034"
"SAMD5","389432"
"SAMD9","54809"
"SAMHD1","25939"
"SAPCD2","89958"
"SART1","9092"
"SART3","9733"
"SASH1","23328"
"SAT2","112483"
"SATB1","6304"
"SATB2","23314"
"SAXO1","158297"
"SBNO1","55206"
"SBNO2","22904"
"SCAF4","57466"
"SCAMP4","113178"
"SCAPER","49855"
"SCARB1","949"
"SCEL","8796"
"SCFD2","152579"
"SCG2","7857"
"SCG5","6447"
"SCGB1D1","10648"
"SCGB1D2","10647"
"SCGN","10590"
"SCIMP","388325"
"SCIN","85477"
"SCML2","10389"
"SCN3A","6328"
"SCN4B","6330"
"SCN7A","6332"
"SCN8A","6334"
"SCN9A","6335"
"SCNN1A","6337"
"SCNN1G","6340"
"SCPEP1","59342"
"SCRIB","23513"
"SCRN1","9805"
"SDAD1","55153"
"SDC2","6383"
"SDC3","9672"
"SDC4","6385"
"SDF2L1","23753"
"SDHA","6389"
"SDHAF3","57001"
"SDHB","6390"
